Particulars,Frequency,Unit,Year,Value
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Total,"Annual, Ending mar Of Each Year",kg/ha,2004,1049.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,1064.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,999.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rice Total,"Annual, Ending mar Of Each Year",kg/ha,2004,1938.0
Agricultural Production Foodgrains Yield Foodgrains Coarse Cereals Rice Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,1835.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Rice Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,2972.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Wheat Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,2692.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Total,"Annual, Ending mar Of Each Year",kg/ha,2004,803.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,989.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Jowar Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,633.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Bajra Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,718.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Total,"Annual, Ending mar Of Each Year",kg/ha,2004,1817.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,1713.0
Agriculture Production Foodgrains Yield Foodgrains Coarse Cereals Maize Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,2749.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Total,"Annual, Ending mar Of Each Year",kg/ha,2004,595.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,455.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,723.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Tur Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,703.0
Agriculture Production Foodgrains Yield Foodgrains Pulses Gram Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,796.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds,"Annual, Ending mar Of Each Year",kg/ha,2004,850.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Groundnut,"Annual, Ending mar Of Each Year",kg/ha,2004,970.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Rapeseed and Mustard Rabi,"Annual, Ending mar Of Each Year",kg/ha,2004,924.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Soyabean Kharif,"Annual, Ending mar Of Each Year",kg/ha,2004,958.0
Agriculture Production Foodgrains Yield Oilseeds Nine Oilseeds Sunflower,"Annual, Ending mar Of Each Year",kg/ha,2004,552.0
Agriculture Production Foodgrains Yield Other Cash Crops Cotton,"Annual, Ending mar Of Each Year",kg/ha,2004,204.0
Agriculture Production Foodgrains Yield Other Cash Crops Jute and Mesta,"Annual, Ending mar Of Each Year",kg/ha,2004,1944.0
Agriculture Production Foodgrains Yield Other Cash Crops Onion,"Annual, Ending mar Of Each Year",kg/ha,2004,10540.0
Agriculture Production Foodgrains Yield Other Cash Crops Potato,"Annual, Ending mar Of Each Year",kg/ha,2004,18343.0
Agriculture Production Foodgrains Yield Other Cash Crops Sugarcane,"Annual, Ending mar Of Each Year",kg/ha,2004,69065.0
(DC)Agricultural Coverage Under Irrigation,"Annual, Ending mar Of Each Year",%,2004,42.2
Agricultural Production Foodgrains Area Andhra Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,6.81
Agricultural Production Foodgrains Area Assam,"Annual, Ending mar Of Each Year",ha mn,2004,2.74
Agricultural Production Foodgrains Area Bihar,"Annual, Ending mar Of Each Year",ha mn,2004,7.01
Agricultural Production Foodgrains Area Chhattisgarh,"Annual, Ending mar Of Each Year",ha mn,2004,5.07
Agricultural Production Foodgrains Area Gujarat,"Annual, Ending mar Of Each Year",ha mn,2004,4.03
Agricultural Production Foodgrains Area Haryana,"Annual, Ending mar Of Each Year",ha mn,2004,4.29
Agricultural Production Foodgrains Area Jharkhand,"Annual, Ending mar Of Each Year",ha mn,2004,1.95
Agricultural Production Foodgrains Area Karnataka,"Annual, Ending mar Of Each Year",ha mn,2004,6.91
Agricultural Production Foodgrains Area Madhya Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,12.68
Agricultural Production Foodgrains Area Maharashtra,"Annual, Ending mar Of Each Year",ha mn,2004,12.18
Agricultural Production Foodgrains Area Orissa,"Annual, Ending mar Of Each Year",ha mn,2004,5.39
Agricultural Production Foodgrains Area Punjab,"Annual, Ending mar Of Each Year",ha mn,2004,6.29
Agricultural Production Foodgrains Area Rajasthan,"Annual, Ending mar Of Each Year",ha mn,2004,13.96
Agricultural Production Foodgrains Area Tamil Nadu,"Annual, Ending mar Of Each Year",ha mn,2004,2.88
Agricultural Production Foodgrains Area Uttar Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,20.2
Agricultural Production Foodgrains Area Uttaranchal,"Annual, Ending mar Of Each Year",ha mn,2004,1.03
Agricultural Production Foodgrains Area West Bengal,"Annual, Ending mar Of Each Year",ha mn,2004,6.6
Agricultural Production Foodgrains Area Others,"Annual, Ending mar Of Each Year",ha mn,2004,3.3
Agricultural Production Foodgrains Volume Andhra Pradesh,"Annual, Ending mar Of Each Year",Ton mn,2004,13.697
Agricultural Production Foodgrains Volume Assam,"Annual, Ending mar Of Each Year",Ton mn,2004,4.035
Agricultural Production Foodgrains Volume Bihar,"Annual, Ending mar Of Each Year",Ton mn,2004,11.2126
Agricultural Production Foodgrains Volume Chhattisgarh,"Annual, Ending mar Of Each Year",Ton mn,2004,6.4698
Agricultural Production Foodgrains Volume Gujarat,"Annual, Ending mar Of Each Year",Ton mn,2004,6.5713
Agricultural Production Foodgrains Volume Haryana,"Annual, Ending mar Of Each Year",Ton mn,2004,13.1931
Agricultural Production Foodgrains Volume Jharkhand,"Annual, Ending mar Of Each Year",Ton mn,2004,2.905
Agricultural Production Foodgrains Volume Karnataka,"Annual, Ending mar Of Each Year",Ton mn,2004,6.5621
Agricultural Production Foodgrains Volume Madhya Pradesh,"Annual, Ending mar Of Each Year",Ton mn,2004,15.9567
Agricultural Production Foodgrains Volume Maharashtra,"Annual, Ending mar Of Each Year",Ton mn,2004,10.323
Agricultural Production Foodgrains Volume Orissa,"Annual, Ending mar Of Each Year",Ton mn,2004,7.1569
Agricultural Production Foodgrains Volume Punjab,"Annual, Ending mar Of Each Year",Ton mn,2004,24.7294
Agricultural Production Foodgrains Volume Rajasthan,"Annual, Ending mar Of Each Year",Ton mn,2004,17.9938
Agricultural Production Foodgrains Volume Tamil Nadu,"Annual, Ending mar Of Each Year",Ton mn,2004,4.4066
Agricultural Production Foodgrains Volume Uttar Pradesh,"Annual, Ending mar Of Each Year",Ton mn,2004,44.2465
Agricultural Production Foodgrains Volume Uttaranchal,"Annual, Ending mar Of Each Year",Ton mn,2004,1.724
Agricultural Production Foodgrains Volume West Bengal,"Annual, Ending mar Of Each Year",Ton mn,2004,16.0097
Agricultural Production Foodgrains Yield Andhra Pradesh,"Annual, Ending mar Of Each Year",kg/ha,2004,2012.0
Agricultural Production Foodgrains Yield Assam,"Annual, Ending mar Of Each Year",kg/ha,2004,1472.0
Agricultural Production Foodgrains Yield Bihar,"Annual, Ending mar Of Each Year",kg/ha,2004,1601.0
Agricultural Production Foodgrains Yield Chhattisgarh,"Annual, Ending mar Of Each Year",kg/ha,2004,1231.0
Agricultural Production Foodgrains Yield Gujarat,"Annual, Ending mar Of Each Year",kg/ha,2004,1629.0
Agricultural Production Foodgrains Yield Haryana,"Annual, Ending mar Of Each Year",kg/ha,2004,3068.0
Agricultural Production Foodgrains Yield Jharkhand,"Annual, Ending mar Of Each Year",kg/ha,2004,1490.0
Agricultural Production Foodgrains Yield Karnataka,"Annual, Ending mar Of Each Year",kg/ha,2004,954.0
Agricultural Production Foodgrains Yield Madhya Pradesh,"Annual, Ending mar Of Each Year",kg/ha,2004,1248.0
Agricultural Production Foodgrains Yield Maharashtra,"Annual, Ending mar Of Each Year",kg/ha,2004,860.0
Agricultural Production Foodgrains Yield Orissa,"Annual, Ending mar Of Each Year",kg/ha,2004,1328.0
Agricultural Production Foodgrains Yield Punjab,"Annual, Ending mar Of Each Year",kg/ha,2004,3929.0
Agricultural Production Foodgrains Yield Rajasthan,"Annual, Ending mar Of Each Year",kg/ha,2004,1288.0
Agricultural Production Foodgrains Yield Tamil Nadu,"Annual, Ending mar Of Each Year",kg/ha,2004,1539.0
Agricultural Production Foodgrains Yield Uttar Pradesh,"Annual, Ending mar Of Each Year",kg/ha,2004,2192.0
Agricultural Production Foodgrains Yield Uttaranchal,"Annual, Ending mar Of Each Year",kg/ha,2004,1672.0
Agricultural Production Foodgrains Yield West Bengal,"Annual, Ending mar Of Each Year",kg/ha,2004,2421.0
Agricultural Production Foodgrains Rice Volume,"Annual, Ending mar Of Each Year",Ton mn,2004,88.53
Agricultural Production Foodgrains Rice Area Andhra Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,2.98
Agricultural Production Foodgrains Rice Area Assam,"Annual, Ending mar Of Each Year",ha mn,2004,2.53
Agricultural Production Foodgrains Rice Area Bihar,"Annual, Ending mar Of Each Year",ha mn,2004,3.56
Agricultural Production Foodgrains Rice Area Chhattisgarh,"Annual, Ending mar Of Each Year",ha mn,2004,3.72
Agricultural Production Foodgrains Rice Area Gujarat,"Annual, Ending mar Of Each Year",ha mn,2004,0.68
Agricultural Production Foodgrains Rice Area Haryana,"Annual, Ending mar Of Each Year",ha mn,2004,1.02
Agricultural Production Foodgrains Rice Area Jharkland,"Annual, Ending mar Of Each Year",ha mn,2004,1.36
Agricultural Production Foodgrains Rice Area Karnataka,"Annual, Ending mar Of Each Year",ha mn,2004,1.15
Agricultural Production Foodgrains Rice Area Kerala,"Annual, Ending mar Of Each Year",ha mn,2004,0.29
Agricultural Production Foodgrains Rice Area Madhya Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,1.67
Agricultural Production Foodgrains Rice Area Maharashtra,"Annual, Ending mar Of Each Year",ha mn,2004,1.54
Agricultural Production Foodgrains Rice Area Orissa,"Annual, Ending mar Of Each Year",ha mn,2004,4.5
Agricultural Production Foodgrains Rice Area Punjab,"Annual, Ending mar Of Each Year",ha mn,2004,2.61
Agricultural Production Foodgrains Rice Area Tamil Nadu,"Annual, Ending mar Of Each Year",ha mn,2004,1.4
Agricultural Production Foodgrains Rice Area Uttar Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,5.95
Agricultural Production Foodgrains Rice Area West Bengal,"Annual, Ending mar Of Each Year",ha mn,2004,5.86
Agricultural Production Foodgrains Rice Area Others,"Annual, Ending mar Of Each Year",ha mn,2004,1.68
Agricultural Production Foodgrains Rice Volume Andhra Pradesh,"Annual, Ending mar Of Each Year",Ton th,2004,8953.0
Agricultural Production Foodgrains Rice Volume Arunachal Pradesh,"Annual, Ending mar Of Each Year",Ton th,2004,154.6
Agricultural Production Foodgrains Rice Volume Assam,"Annual, Ending mar Of Each Year",Ton th,2004,3880.0
Agricultural Production Foodgrains Rice Volume Bihar,"Annual, Ending mar Of Each Year",Ton th,2004,5447.8
Agricultural Production Foodgrains Rice Volume Chhattisgarh,"Annual, Ending mar Of Each Year",Ton th,2004,5567.6
Agricultural Production Foodgrains Rice Volume Goa,"Annual, Ending mar Of Each Year",Ton th,2004,170.7
Agricultural Production Foodgrains Rice Volume Gujarat,"Annual, Ending mar Of Each Year",Ton th,2004,1277.0
Agricultural Production Foodgrains Rice Volume Haryana,"Annual, Ending mar Of Each Year",Ton th,2004,2790.0
Agricultural Production Foodgrains Rice Volume Himachal Pradesh,"Annual, Ending mar Of Each Year",Ton th,2004,120.6
Agricultural Production Foodgrains Rice Volume Jammu and Kashmir,"Annual, Ending mar Of Each Year",Ton th,2004,504.2
Agricultural Production Foodgrains Rice Volume Jharkhand,"Annual, Ending mar Of Each Year",Ton th,2004,2310.0
Agricultural Production Foodgrains Rice Volume Karnataka,"Annual, Ending mar Of Each Year",Ton th,2004,2550.3
Agricultural Production Foodgrains Rice Volume Kerala,"Annual, Ending mar Of Each Year",Ton th,2004,570.0
Agricultural Production Foodgrains Rice Volume Madhya Pradesh,"Annual, Ending mar Of Each Year",Ton th,2004,1750.3
Agricultural Production Foodgrains Rice Volume Maharashtra,"Annual, Ending mar Of Each Year",Ton th,2004,2835.0
Agricultural Production Foodgrains Rice Volume Manipur,"Annual, Ending mar Of Each Year",Ton th,2004,381.2
Agricultural Production Foodgrains Rice Volume Meghalaya,"Annual, Ending mar Of Each Year",Ton th,2004,200.7
Agricultural Production Foodgrains Rice Volume Mizoram,"Annual, Ending mar Of Each Year",Ton th,2004,114.6
Agricultural Production Foodgrains Rice Volume Nagaland,"Annual, Ending mar Of Each Year",Ton th,2004,248.0
Agricultural Production Foodgrains Rice Volume Orissa,"Annual, Ending mar Of Each Year",Ton th,2004,6733.7
Agricultural Production Foodgrains Rice Volume Punjab,"Annual, Ending mar Of Each Year",Ton th,2004,9656.0
Agricultural Production Foodgrains Rice Volume Rajasthan,"Annual, Ending mar Of Each Year",Ton th,2004,164.8
Agricultural Production Foodgrains Rice Volume Sikkim,"Annual, Ending mar Of Each Year",Ton th,2004,21.2
Agricultural Production Foodgrains Rice Volume Tamil Nadu,"Annual, Ending mar Of Each Year",Ton th,2004,3222.8
Agricultural Production Foodgrains Rice Volume Tripura,"Annual, Ending mar Of Each Year",Ton th,2004,516.6
Agricultural Production Foodgrains Rice Volume Union Territories,"Annual, Ending mar Of Each Year",Ton th,2004,135.2
Agricultural Production Foodgrains Rice Volume Uttar Pradesh,"Annual, Ending mar Of Each Year",Ton th,2004,13018.8
Agricultural Production Foodgrains Rice Volume Uttaranchal,"Annual, Ending mar Of Each Year",Ton th,2004,569.0
Agricultural Production Foodgrains Rice Volume West Bengal,"Annual, Ending mar Of Each Year",Ton th,2004,14662.3
Agricultural Production Foodgrains Rice Yield Andhra Pradesh,"Annual, Ending mar Of Each Year",kg/ha,2004,3009.0
Agricultural Production Foodgrains Rice Yield Assam,"Annual, Ending mar Of Each Year",kg/ha,2004,1534.0
Agricultural Production Foodgrains Rice Yield Bihar,"Annual, Ending mar Of Each Year",kg/ha,2004,1523.0
Agricultural Production Foodgrains Rice Yield Chhattisgarh,"Annual, Ending mar Of Each Year",kg/ha,2004,1454.0
Agricultural Production Foodgrains Rice Yield Gujarat,"Annual, Ending mar Of Each Year",kg/ha,2004,1891.0
Agricultural Production Foodgrains Rice Yield Haryana,"Annual, Ending mar Of Each Year",kg/ha,2004,2749.0
Agricultural Production Foodgrains Rice Yield Jharkland,"Annual, Ending mar Of Each Year",kg/ha,2004,1695.0
Agricultural Production Foodgrains Rice Yield Karnataka,"Annual, Ending mar Of Each Year",kg/ha,2004,2375.0
Agricultural Production Foodgrains Rice Yield Kerala,"Annual, Ending mar Of Each Year",kg/ha,2004,1983.0
Agricultural Production Foodgrains Rice Yield Madhya Pradesh,"Annual, Ending mar Of Each Year",kg/ha,2004,1018.0
Agricultural Production Foodgrains Rice Yield Maharashtra,"Annual, Ending mar Of Each Year",kg/ha,2004,1853.0
Agricultural Production Foodgrains Rice Yield Orissa,"Annual, Ending mar Of Each Year",kg/ha,2004,1496.0
Agricultural Production Foodgrains Rice Yield Punjab,"Annual, Ending mar Of Each Year",kg/ha,2004,3694.0
Agricultural Production Foodgrains Rice Yield Tamil Nadu,"Annual, Ending mar Of Each Year",kg/ha,2004,2308.0
Agricultural Production Foodgrains Rice Yield Uttar Pradesh,"Annual, Ending mar Of Each Year",kg/ha,2004,2187.0
Agricultural Production Foodgrains Rice Yield West Bengal,"Annual, Ending mar Of Each Year",kg/ha,2004,2504.0
Agricultural Production Foodgrains Wheat Volume,"Annual, Ending mar Of Each Year",Ton mn,2004,72.16
Agricultural Production Foodgrains Wheat Area Assam,"Annual, Ending mar Of Each Year",ha mn,2004,0.07
Agricultural Production Foodgrains Wheat Area Bihar,"Annual, Ending mar Of Each Year",ha mn,2004,2.12
Agricultural Production Foodgrains Wheat Area Gujarat,"Annual, Ending mar Of Each Year",ha mn,2004,0.76
Agricultural Production Foodgrains Wheat Area Haryana,"Annual, Ending mar Of Each Year",ha mn,2004,2.3
Agricultural Production Foodgrains Wheat Area Himachal Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,0.36
Agricultural Production Foodgrains Wheat Area Jammu and Kashmir,"Annual, Ending mar Of Each Year",ha mn,2004,0.26
Agricultural Production Foodgrains Wheat Area Jharkhand,"Annual, Ending mar Of Each Year",ha mn,2004,0.08
Agricultural Production Foodgrains Wheat Area Karnataka,"Annual, Ending mar Of Each Year",ha mn,2004,0.23
Agricultural Production Foodgrains Wheat Area Madhya Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,4.05
Agricultural Production Foodgrains Wheat Area Maharashtra,"Annual, Ending mar Of Each Year",ha mn,2004,0.67
Agricultural Production Foodgrains Wheat Area Punjab,"Annual, Ending mar Of Each Year",ha mn,2004,3.44
Agricultural Production Foodgrains Wheat Area Rajasthan,"Annual, Ending mar Of Each Year",ha mn,2004,2.1
Agricultural Production Foodgrains Wheat Area Uttar Pradesh,"Annual, Ending mar Of Each Year",ha mn,2004,9.15
Agricultural Production Foodgrains Wheat Area Uttaranchal,"Annual, Ending mar Of Each Year",ha mn,2004,0.4
Agricultural Production Foodgrains Wheat Area West Bengal,"Annual, Ending mar Of Each Year",ha mn,2004,0.43
Agricultural Production Foodgrains Wheat Area Others,"Annual, Ending mar Of Each Year",ha mn,2004,0.16
Agricultural Production Foodgrains Wheat Volume Arunachal Pradesh,"Annual, Ending mar Of Each Year",Ton th,2004,6.3
Agricultural Production Foodgrains Wheat Volume Assam,"Annual, Ending mar Of Each Year",Ton th,2004,73.0
Agricultural Production Foodgrains Wheat Volume Bihar,"Annual, Ending mar Of Each Year",Ton th,2004,3688.9
Agricultural Production Foodgrains Wheat Volume Chhattisgarh,"Annual, Ending mar Of Each Year",Ton th,2004,108.6
Agricultural Production Foodgrains Wheat Volume Gujarat,"Annual, Ending mar Of Each Year",Ton th,2004,2036.5
